growth_stage,temperature,humidity,rainfall,forecast_rainfall,wind_speed,solar_radiation,pressure,cloud_cover,dew_point,soil_moisture,soil_temperature,soil_ph,nitrogen,phosphorus,potassium,organic_matter,ec,leaf_wetness,evapotranspiration,ndvi,crop_age_days,water_usage,pest_risk,disease_risk,crop_health_index,previous_yield,groundwater_level,reservoir_level,fertilizer_usage,labor_hours,water_quantity_required_liters,future_soil_moisture_3day,crop_water_stress_level,irrigation_required,yield_prediction,crop_type_Maize,crop_type_Rice,crop_type_Sugarcane,crop_type_Wheat,region_North,region_South,region_West,soil_type_Loamy,soil_type_Sandy,soil_type_Silty,irrigation_type_Flood,irrigation_type_Sprinkler
0,24.77,45.99,224.43,28.53,15.33,249.22,964.55,68.49,19.83,6.96,33.65,7.98,94,97,31,4.9,2.26,28.42,1.01,0.481,59,487.2,26,17,79.37,4.8,12.42,54.45,40.87,16.9,70.09,5.53,0,0,5.22,0,1,0,0,0,0,0,0,0,1,0,1
3,19.34,92.86,273.56,21.08,1.68,140.34,1006.49,37.94,21.68,36.56,28.65,7.47,51,5,58,1.59,0.53,43.59,6.08,0.312,179,537.22,5,38,95.14,9.76,48.25,84.06,97.41,12.28,20.15,35.35,1,0,3.5,0,0,1,0,0,0,1,0,0,1,0,1
2,22.7,93.28,90.08,54.42,12.8,207.45,1020.11,50.44,14.46,66.47,29.18,5.9,129,24,91,2.49,2.27,77.45,10.67,0.318,50,323.0,22,42,86.81,6.6,46.52,91.85,11.07,12.03,35.0,67.42,1,0,3.67,0,0,0,1,0,0,0,1,0,0,0,1
2,22.69,44.86,7.36,0.28,7.6,532.47,1045.44,50.78,10.65,44.23,10.06,7.8,71,6,137,1.51,2.93,22.12,8.87,0.818,58,665.41,25,18,72.97,6.06,37.44,33.66,238.87,16.96,35.52,40.85,1,0,6.21,0,0,1,0,0,0,1,0,0,1,0,0
1,32.49,92.28,268.18,92.11,6.36,297.77,1009.68,34.79,28.47,11.29,16.1,8.19,61,78,5,1.82,1.82,51.2,6.49,0.453,170,719.18,60,61,83.04,3.75,30.43,20.91,76.41,5.67,77.24,13.79,0,0,4.02,1,0,0,0,1,0,0,0,1,0,0,0
3,25.24,42.49,293.64,53.11,7.92,683.14,1018.08,68.97,12.52,38.04,38.61,4.97,26,54,142,7.84,0.5,46.75,7.12,0.685,44,368.75,29,57,82.55,7.03,46.17,62.34,43.51,5.34,23.28,38.5,1,0,6.42,0,1,0,0,1,0,0,0,1,0,1,0
1,40.72,84.09,130.01,89.61,3.16,129.13,1011.98,57.26,20.76,50.36,29.54,6.65,73,95,143,5.59,1.13,55.0,6.75,0.831,158,130.72,99,81,51.27,9.89,5.63,88.59,40.2,18.37,39.58,51.42,2,0,6.46,0,0,0,0,0,0,1,1,0,0,1,0
2,44.66,35.9,136.74,34.5,2.3,871.52,1040.25,94.37,25.11,22.79,37.45,6.78,132,39,121,4.37,0.51,89.95,5.57,0.214,15,112.81,10,77,73.77,9.32,15.07,46.05,102.7,7.75,71.01,18.85,0,0,3.17,1,0,0,0,1,0,0,0,0,0,0,1
3,25.3,81.99,43.25,14.99,17.88,709.88,980.24,0.68,5.07,11.3,14.25,4.74,61,35,83,5.73,2.37,42.77,10.51,0.885,80,165.53,82,99,87.72,5.91,5.03,77.82,113.9,8.48,90.76,8.7,0,1,6.58,0,1,0,0,0,0,1,0,1,0,0,1
0,36.15,46.53,142.66,19.23,28.43,972.17,1010.32,88.51,14.49,46.84,26.31,4.56,39,49,110,5.2,0.98,100.0,5.53,0.801,140,556.67,62,100,81.47,1.17,41.3,30.82,62.89,3.67,32.85,42.96,1,0,6.04,0,1,0,0,0,1,0,0,0,1,0,0
2,34.72,34.68,91.0,47.07,24.14,957.55,1045.98,94.91,16.56,11.59,17.61,5.22,100,94,5,4.07,1.93,43.62,11.79,0.429,86,991.4,31,26,60.57,1.43,46.57,96.95,77.28,19.28,97.94,10.15,0,0,4.7,0,0,0,0,0,0,0,0,1,0,0,1
2,20.83,90.11,298.31,4.03,25.02,723.63,950.71,14.72,17.1,5.89,39.05,7.84,133,110,106,2.45,2.01,44.29,4.89,0.645,33,993.16,65,76,51.58,6.76,22.59,66.2,66.06,17.16,72.93,3.09,0,1,4.96,0,0,0,1,0,1,0,1,0,0,0,1
1,42.54,36.06,55.45,78.18,22.05,242.24,977.1,22.2,4.47,60.53,32.99,7.06,93,11,90,3.51,2.73,8.62,1.34,0.475,174,182.56,47,33,47.63,1.02,28.12,44.98,126.64,12.07,33.94,60.4,1,0,4.75,1,0,0,0,0,0,1,0,0,1,1,0
0,20.98,94.39,113.58,79.06,28.68,299.87,1025.88,5.05,0.78,39.37,38.98,5.22,112,21,19,2.65,0.69,48.0,2.44,0.64,56,776.37,65,17,42.53,5.25,17.85,39.17,251.26,5.13,17.12,42.55,1,0,5.56,0,0,0,0,0,0,0,0,0,1,0,1
2,37.11,28.14,184.95,70.2,28.52,349.82,996.99,23.51,19.95,8.12,10.99,6.93,133,28,51,3.8,1.93,77.69,7.74,0.803,5,917.49,60,90,49.39,9.86,47.78,89.74,70.68,19.77,93.3,8.17,0,0,5.88,0,0,0,0,0,0,1,0,0,1,0,0
1,25.43,20.75,103.54,89.63,23.35,484.01,966.84,63.93,18.64,49.78,16.75,7.01,105,93,26,3.78,2.32,24.88,0.15,0.488,55,82.14,43,43,76.25,4.42,27.62,55.1,207.28,4.58,15.47,53.14,1,0,4.77,0,0,0,1,0,0,0,1,0,0,0,1
1,26.01,85.31,142.33,54.95,21.48,613.79,1007.17,21.68,21.01,5.99,37.46,6.37,52,15,21,7.85,1.06,64.1,10.7,0.293,106,380.86,44,3,71.83,2.93,10.98,29.11,154.56,6.87,96.31,6.48,0,0,5.0,1,0,0,0,0,0,0,1,0,0,0,1
2,28.66,64.0,292.05,47.93,9.16,714.34,1001.51,85.21,6.69,29.48,14.76,6.6,14,114,7,1.51,0.38,60.8,0.61,0.627,131,983.22,23,23,81.62,8.19,3.14,15.83,234.56,8.15,28.48,29.02,2,0,5.21,0,0,0,0,0,0,0,0,0,0,0,1
3,40.94,51.62,152.42,52.92,2.73,168.07,995.41,91.46,10.13,17.84,30.18,7.27,44,21,81,6.27,0.66,52.27,6.11,0.853,36,138.97,66,42,67.52,6.05,24.28,14.45,21.0,9.68,77.24,15.93,0,0,7.1,0,0,0,1,0,0,0,0,0,0,0,1
2,19.21,26.15,273.1,18.2,2.79,649.49,984.17,2.77,17.11,34.66,37.74,8.1,60,93,37,6.22,2.72,64.35,2.03,0.637,23,421.59,20,98,52.21,2.0,24.2,57.68,210.56,11.71,15.39,33.23,1,1,5.45,1,0,0,0,0,0,1,0,0,0,0,1
0,16.64,63.12,12.92,51.23,22.09,153.27,955.25,50.69,1.73,6.08,10.36,7.93,122,34,15,4.49,2.88,64.43,7.76,0.946,126,77.6,92,11,90.28,7.65,3.46,93.57,188.31,8.53,89.24,7.68,0,0,7.52,0,0,1,0,0,0,0,1,0,0,0,0
2,27.06,49.53,35.95,54.18,0.85,844.32,1010.41,1.56,6.19,77.87,26.05,7.33,21,40,35,6.24,1.84,13.87,2.18,0.595,119,154.76,47,42,96.5,5.31,2.57,76.19,297.84,16.16,24.21,78.15,1,0,5.8,0,1,0,0,0,0,0,0,0,1,1,0
3,16.67,56.27,283.35,76.46,24.49,136.38,1001.73,61.93,26.42,16.11,28.23,7.92,89,13,95,5.84,1.68,92.46,11.42,0.749,32,790.66,96,86,61.7,9.9,11.83,63.13,170.58,9.73,65.01,19.73,0,0,6.05,0,0,0,1,0,1,0,0,0,1,0,1
1,35.63,67.28,38.62,34.79,10.99,451.04,1008.54,34.75,4.63,76.86,33.24,7.01,18,91,28,5.99,2.68,51.02,4.11,0.359,24,884.88,31,32,83.65,6.83,47.88,17.67,143.58,13.44,34.79,74.3,1,0,4.67,0,1,0,0,1,0,0,0,1,0,1,0
0,37.81,68.0,220.97,9.22,5.76,477.98,950.24,84.59,4.93,42.96,33.26,7.5,91,40,130,4.96,2.44,86.15,5.91,0.13,55,237.08,32,94,82.08,2.77,43.83,66.88,210.47,18.46,31.02,38.03,2,0,2.7,0,0,1,0,1,0,0,0,0,0,1,0
0,40.64,92.04,133.8,59.75,12.23,613.35,958.27,91.75,21.63,10.07,26.5,8.03,63,70,91,2.01,1.99,34.61,1.0,0.177,146,113.89,41,31,71.77,2.7,3.12,98.87,79.76,17.3,81.7,8.75,0,0,2.98,0,0,0,0,0,1,0,0,0,1,0,0
0,37.32,69.13,122.02,78.8,21.1,185.9,966.77,49.85,26.5,70.99,36.58,8.02,103,85,65,7.74,2.81,31.02,11.53,0.341,70,741.98,20,18,99.16,9.33,7.89,92.68,238.18,17.86,46.82,71.7,1,0,5.07,0,0,0,0,0,1,0,0,0,1,1,0
0,42.49,45.46,197.77,96.96,8.25,939.79,994.84,95.26,29.13,36.05,17.92,7.75,12,64,109,5.35,2.87,95.29,5.49,0.92,69,51.07,34,50,91.35,1.23,1.22,72.43,56.1,2.95,42.19,37.43,2,0,7.17,1,0,0,0,0,0,1,0,0,1,0,1
3,37.45,44.72,218.28,9.03,5.21,444.89,1030.79,86.67,25.09,16.02,22.38,6.69,129,75,39,7.8,2.24,42.66,1.82,0.812,134,130.74,48,84,58.39,8.87,8.86,93.52,187.1,15.05,65.85,11.12,0,1,6.78,0,0,0,1,0,0,1,0,0,1,0,1
3,43.08,55.79,279.59,74.64,22.14,456.58,974.58,9.66,21.37,25.29,29.91,5.26,106,76,128,0.96,2.81,81.73,1.36,0.19,30,503.51,54,61,56.44,5.27,45.83,93.65,33.29,4.77,49.68,24.8,0,0,2.53,0,0,0,1,0,0,1,1,0,0,0,1
3,20.79,39.45,77.07,59.58,26.42,318.78,1030.83,35.61,26.59,27.01,34.17,7.86,37,13,129,4.23,1.21,33.97,4.59,0.194,85,629.42,74,25,40.37,2.49,3.94,65.41,199.18,6.76,45.34,28.66,2,0,3.57,1,0,0,0,0,1,0,0,0,0,0,1
3,30.0,48.23,209.42,1.53,17.57,802.65,973.53,34.04,15.04,50.64,20.11,7.53,112,16,94,6.5,2.9,95.99,1.97,0.872,98,809.64,74,61,81.72,9.01,29.14,79.99,213.53,18.26,17.47,46.26,1,0,7.05,0,1,0,0,0,1,0,0,0,1,0,0
1,44.82,83.16,102.69,71.82,15.72,106.99,1024.9,30.36,8.74,77.89,20.36,7.59,50,5,82,3.96,0.55,68.37,7.29,0.214,78,978.03,21,9,99.43,1.49,38.71,18.87,268.38,16.82,45.3,76.91,1,0,3.77,0,0,0,0,0,0,0,0,0,1,1,0
2,35.45,84.48,215.28,2.62,22.65,195.58,1037.42,79.74,21.61,18.95,23.95,5.0,39,71,24,4.03,2.49,20.04,7.8,0.706,168,511.01,2,64,87.64,3.45,41.95,14.15,10.61,18.65,71.09,13.84,2,1,5.7,0,0,0,0,0,0,1,0,0,1,0,0
3,41.36,67.08,42.63,78.53,21.98,523.69,1031.65,30.09,12.2,20.96,18.64,7.93,108,20,117,0.89,0.23,64.84,1.28,0.757,19,513.85,97,87,74.34,5.74,17.23,66.55,222.65,10.27,67.79,21.04,0,0,5.09,0,0,0,1,0,0,1,0,0,1,1,0
2,15.91,63.71,137.26,72.13,0.19,971.47,1023.84,37.92,11.29,77.7,20.09,7.69,51,96,27,4.05,2.43,33.61,0.13,0.472,127,99.24,80,62,67.6,1.76,49.6,18.35,28.0,2.06,6.13,81.08,1,0,4.55,0,0,0,1,0,0,1,0,1,0,0,0
0,41.15,52.03,55.09,68.79,8.46,132.03,953.84,8.58,12.77,21.49,28.87,6.09,117,103,137,7.24,1.15,14.51,8.94,0.532,143,100.39,78,79,67.09,4.99,5.84,95.83,90.7,17.45,81.36,20.82,0,0,5.32,1,0,0,0,1,0,0,0,0,1,0,0
1,35.93,67.69,100.93,12.0,27.96,155.79,983.02,51.99,18.75,22.26,16.58,6.42,78,13,147,7.65,1.45,6.4,6.88,0.247,5,464.59,4,65,42.51,3.81,34.15,28.41,99.83,8.61,69.39,17.83,2,1,4.12,0,0,1,0,0,0,0,0,0,1,0,0
1,20.12,80.45,214.69,91.9,28.81,743.4,969.65,11.71,27.07,79.37,25.45,8.32,125,86,65,3.2,0.66,26.68,5.74,0.708,126,503.08,30,96,52.54,2.01,1.92,92.12,119.56,12.7,16.84,83.7,1,0,5.22,0,1,0,0,0,0,1,0,0,1,0,1
2,15.77,75.34,70.0,89.89,15.31,761.9,997.46,86.91,28.56,54.11,38.92,4.68,44,28,143,2.62,1.7,95.95,10.62,0.254,121,720.71,53,59,76.91,9.68,44.32,73.51,297.62,1.25,30.36,58.94,1,0,3.2,0,0,1,0,0,0,1,0,1,0,0,1
2,22.8,22.66,205.47,90.03,16.8,907.24,985.43,79.84,19.63,28.05,37.44,5.03,86,86,126,5.17,0.76,64.7,3.22,0.447,139,698.8,61,99,45.07,5.26,30.81,98.96,291.55,14.03,35.92,31.83,2,0,4.28,0,0,1,0,0,0,1,1,0,0,0,0
2,42.47,74.83,148.78,36.04,0.02,618.97,1011.78,30.23,1.08,23.16,21.64,7.77,119,75,122,7.09,2.45,99.09,7.07,0.491,153,985.82,31,51,60.92,8.1,49.06,79.96,182.18,17.05,70.99,19.67,0,0,5.36,0,0,0,1,1,0,0,0,1,0,1,0
1,35.04,74.0,27.61,49.22,20.17,463.2,1006.57,0.46,12.22,40.86,17.89,6.95,93,55,142,7.93,2.37,7.46,3.77,0.753,132,815.89,60,48,80.54,4.73,25.78,47.83,22.41,9.01,34.19,39.54,2,0,6.87,0,0,0,1,1,0,0,0,0,1,1,0
3,42.58,27.42,116.01,11.49,6.37,505.97,993.09,7.15,3.89,29.04,39.73,4.72,65,8,144,4.83,2.05,65.73,5.2,0.827,62,610.33,34,48,63.33,2.43,26.81,29.09,77.79,14.15,58.39,23.57,2,1,6.62,0,0,0,1,0,1,0,1,0,0,0,1
1,28.38,31.27,260.76,5.11,3.84,488.36,1026.74,21.8,16.75,5.69,16.51,7.3,33,93,7,7.15,0.69,48.66,1.38,0.717,87,828.34,38,71,67.08,1.51,40.76,92.03,211.12,7.97,74.18,1.84,0,1,6.31,0,0,1,0,0,0,0,0,0,1,0,0
3,43.1,79.09,296.79,5.88,9.14,976.18,951.48,49.82,11.86,10.24,34.57,6.05,55,92,115,4.91,0.54,95.8,8.82,0.22,158,895.09,1,17,57.18,3.22,23.71,73.08,118.51,12.57,90.85,4.25,0,1,3.91,0,1,0,0,0,1,0,1,0,0,0,1
0,28.89,61.92,110.68,56.88,19.95,442.08,1036.58,73.12,22.13,45.46,38.67,6.33,123,62,28,2.38,0.78,5.71,0.02,0.377,71,64.15,12,74,81.04,4.99,29.95,68.28,58.54,5.43,17.62,45.68,1,0,3.62,0,0,0,1,0,0,0,0,0,1,0,1
3,21.13,81.62,16.46,32.14,13.09,186.46,950.3,9.89,18.03,24.7,39.97,5.4,123,118,95,4.12,1.05,56.03,4.51,0.759,65,971.87,49,23,87.14,7.38,39.46,55.69,135.31,15.46,52.64,24.1,2,0,6.39,0,0,0,0,1,0,0,0,0,1,0,1
2,19.54,33.86,39.06,57.96,10.47,360.66,995.2,70.83,5.49,75.65,23.0,5.2,27,100,34,7.08,1.12,10.92,10.61,0.185,73,729.73,40,49,81.45,6.82,36.1,52.36,72.13,12.01,34.9,77.36,1,0,3.85,0,1,0,0,0,0,1,1,0,0,0,0
3,44.81,22.3,236.44,59.27,21.8,964.08,1038.13,54.67,4.61,57.14,22.72,6.21,105,28,115,6.38,0.69,87.04,10.22,0.455,21,858.66,19,64,99.53,5.28,44.3,48.1,217.46,14.45,44.47,55.16,1,0,4.91,0,0,0,0,0,1,0,1,0,0,0,0
3,25.02,32.15,196.74,90.71,24.41,485.42,991.8,61.96,3.0,78.34,30.15,6.84,106,97,47,6.97,2.56,93.64,1.72,0.795,145,794.65,23,15,55.94,9.19,18.64,27.98,52.45,13.98,13.62,81.84,1,0,7.22,0,1,0,0,0,0,1,0,0,1,0,1
1,19.8,53.94,85.5,88.23,26.08,384.47,1025.57,92.78,22.28,65.38,21.92,5.36,109,116,53,5.42,0.89,42.32,5.66,0.396,3,210.44,11,55,99.05,1.83,12.72,18.94,197.18,2.36,22.88,69.47,1,0,4.51,0,0,0,1,0,1,0,0,1,0,0,0
2,15.25,59.25,117.39,71.86,13.34,379.68,990.29,95.29,9.96,28.52,17.06,6.32,133,84,118,6.18,0.33,67.1,1.68,0.166,7,881.87,97,18,73.14,5.07,41.0,38.82,28.72,15.79,30.35,31.98,2,0,3.89,1,0,0,0,1,0,0,0,1,0,1,0
0,23.57,84.33,243.35,81.85,21.53,108.16,1035.09,73.74,13.21,60.84,19.13,6.85,49,13,48,2.05,0.47,67.13,1.27,0.34,148,230.73,0,1,65.2,6.53,25.65,56.14,141.01,18.24,9.23,63.85,1,0,4.1,0,0,0,1,1,0,0,0,1,0,1,0
3,41.67,73.72,123.93,0.32,26.56,669.81,1049.92,69.27,12.84,39.85,12.54,6.43,12,57,94,3.81,1.64,31.62,10.19,0.826,135,980.79,86,74,73.91,1.75,28.95,26.32,168.06,6.79,47.79,33.63,2,0,6.15,0,0,1,0,1,0,0,0,1,0,0,1
0,31.02,94.28,226.73,1.55,27.27,751.84,1039.83,76.27,19.77,43.52,17.0,6.37,96,73,130,6.03,0.2,32.21,2.1,0.173,107,341.61,23,46,99.31,2.74,30.42,62.07,267.23,17.4,17.68,38.99,1,0,3.61,0,0,1,0,0,1,0,1,0,0,1,0
2,33.97,25.9,88.56,45.86,14.76,417.66,955.57,67.3,1.38,44.73,15.55,5.65,115,16,7,2.29,1.75,69.67,0.64,0.516,109,177.94,88,56,57.97,2.43,28.44,11.48,154.45,15.42,24.03,43.3,2,0,4.48,0,1,0,0,0,0,0,1,0,0,0,1
3,42.67,29.77,217.44,65.37,10.66,885.51,964.83,1.03,10.65,56.32,23.87,4.95,130,106,117,7.39,1.76,75.77,4.61,0.154,82,322.19,22,13,85.91,9.01,35.71,28.73,13.33,17.56,32.48,55.15,1,0,4.12,0,0,1,0,0,1,0,0,1,0,0,1
1,30.39,26.33,139.92,79.41,27.01,768.6,1004.19,99.67,2.91,32.09,39.36,8.3,62,90,143,0.61,2.17,96.66,1.85,0.409,56,225.33,57,53,50.0,6.57,18.23,50.55,270.44,1.48,35.25,33.88,2,0,3.64,0,0,0,1,0,0,0,0,0,0,0,1
0,40.15,60.38,163.61,44.73,7.84,640.78,1046.16,63.69,1.45,63.81,30.36,8.11,135,109,74,2.3,1.16,83.01,11.52,0.643,109,241.75,19,28,83.1,1.53,19.36,85.88,208.01,8.34,46.98,61.37,1,0,5.4,0,0,0,0,0,1,0,0,0,0,0,0
1,24.71,40.01,179.62,94.02,23.91,733.44,990.63,48.87,2.45,18.03,15.69,8.22,52,46,13,5.58,1.57,58.58,7.37,0.932,39,616.15,63,99,84.44,7.49,23.41,76.92,94.02,9.52,65.07,21.85,2,0,6.79,0,0,0,1,0,1,0,0,0,0,0,0
0,44.31,71.27,135.17,81.5,27.26,792.51,977.7,45.28,12.64,31.8,37.24,6.69,73,74,76,2.94,0.2,65.55,3.04,0.716,116,354.34,46,32,48.23,7.37,47.34,50.09,146.67,18.61,49.53,31.67,2,0,5.85,0,1,0,0,1,0,0,0,0,1,0,0
2,17.36,29.95,139.84,10.28,22.19,574.34,1046.5,23.42,20.82,55.7,14.71,5.54,71,64,92,1.39,2.38,0.84,10.09,0.933,39,945.0,60,91,69.96,3.09,7.72,12.46,12.72,16.14,27.08,53.92,1,0,6.03,0,0,1,0,0,0,1,0,1,0,0,0
3,36.74,27.74,79.71,44.02,20.4,458.02,1020.88,47.7,13.89,68.44,25.78,5.82,30,18,23,1.28,1.4,89.35,5.17,0.486,133,789.86,2,54,45.77,2.88,35.93,74.28,292.31,2.7,35.75,66.45,1,0,4.15,0,0,0,0,0,0,1,0,0,1,0,1
0,34.82,54.51,295.73,99.49,1.52,213.14,1027.04,73.35,7.34,69.22,29.16,6.9,136,15,111,0.82,1.34,32.95,5.25,0.642,35,843.58,79,24,82.24,3.03,13.56,13.76,125.69,13.85,23.57,71.96,1,0,5.13,1,0,0,0,0,0,0,1,0,0,0,0
1,20.75,48.19,271.74,40.99,6.1,464.45,961.07,25.43,19.54,30.22,20.86,7.36,64,118,122,3.48,1.69,70.22,1.89,0.561,137,684.63,62,25,54.11,3.76,42.45,28.28,241.54,1.13,24.4,30.39,2,0,5.25,0,0,0,0,0,0,1,1,0,0,1,0
0,26.67,82.19,158.21,38.63,20.0,595.09,976.26,84.52,6.06,36.6,33.92,7.08,53,92,110,6.23,1.88,71.35,1.11,0.348,134,125.68,16,62,64.36,5.08,8.17,80.8,91.36,14.44,21.77,35.69,1,0,4.37,0,0,0,0,0,1,0,0,0,0,1,0
0,24.38,82.82,10.39,29.41,23.56,953.08,1000.36,21.07,11.36,24.66,14.03,5.21,20,85,117,5.48,2.5,15.68,1.21,0.672,84,925.1,70,3,47.74,9.75,48.17,65.1,181.96,12.74,49.02,23.36,2,0,6.43,0,0,0,1,0,1,0,0,0,0,0,0
0,17.83,28.81,50.53,48.65,1.9,239.41,1023.64,85.84,28.56,51.54,25.79,8.06,111,39,77,3.29,2.74,3.74,7.46,0.877,156,388.7,21,13,62.16,2.97,23.56,31.92,192.28,11.12,26.66,52.76,1,0,6.91,1,0,0,0,1,0,0,1,0,0,1,0
0,32.54,80.92,256.18,72.99,0.57,781.26,984.73,58.4,24.88,33.06,20.15,6.96,111,7,82,0.89,2.68,35.89,0.45,0.718,11,144.4,6,71,46.21,6.14,37.21,42.18,81.04,9.5,26.61,34.02,2,0,5.06,0,1,0,0,1,0,0,0,0,0,1,0
0,44.81,62.31,279.24,4.75,9.35,316.63,970.43,83.77,27.41,74.56,10.32,7.96,114,66,93,2.68,1.41,49.75,2.04,0.547,109,898.48,61,94,59.13,7.89,10.17,86.2,34.47,11.8,25.97,68.22,2,0,4.33,0,1,0,0,0,0,1,0,0,0,0,0
0,31.79,57.77,48.39,83.57,19.35,961.31,993.72,41.69,4.75,31.28,24.08,6.97,82,50,30,1.72,2.31,53.03,3.92,0.864,45,339.53,47,66,90.65,8.57,7.78,59.66,186.19,18.36,46.55,33.2,2,0,6.0,0,0,0,0,0,0,0,1,0,0,0,1
1,31.36,27.11,220.36,91.76,15.36,635.33,992.43,32.13,18.62,55.79,22.0,6.12,139,101,138,2.49,1.82,32.95,5.54,0.845,13,552.92,36,22,71.49,1.28,47.39,47.09,98.87,1.69,25.15,58.43,1,0,6.5,0,0,0,0,0,0,1,0,0,1,0,1
0,16.21,75.47,186.91,78.11,0.25,489.5,1037.3,69.76,9.3,54.99,15.4,4.84,94,105,74,2.36,2.49,4.59,0.31,0.75,5,274.5,23,3,54.42,5.75,24.37,89.14,255.16,2.08,4.24,58.81,1,0,6.19,0,0,1,0,0,0,1,0,0,0,0,1
0,19.18,24.47,91.02,91.56,4.55,412.14,1043.38,36.3,24.49,42.05,21.4,5.71,131,47,119,7.29,0.53,92.0,5.45,0.67,83,939.26,7,82,95.52,8.87,20.78,62.33,292.41,14.21,21.69,46.5,1,0,5.99,1,0,0,0,0,0,1,0,0,1,0,0
0,30.4,40.83,130.83,9.49,22.57,281.78,966.88,95.28,13.64,6.59,15.03,5.26,131,106,74,2.54,0.35,77.28,8.09,0.844,127,134.31,59,68,92.26,5.96,16.24,21.31,162.49,16.92,94.1,2.79,0,1,6.05,0,0,0,0,0,0,1,0,0,0,0,1
3,44.56,27.16,203.18,45.01,8.93,743.05,977.95,74.05,22.09,26.97,23.23,8.35,84,97,146,2.34,2.68,60.42,1.55,0.455,46,768.58,8,13,55.62,6.56,11.0,17.68,212.27,10.47,52.04,23.89,0,0,4.61,0,0,1,0,0,1,0,0,1,0,0,1
2,41.3,59.81,30.39,7.1,3.52,672.37,1028.6,42.95,9.35,58.0,22.69,6.1,83,111,117,6.03,2.8,7.07,7.09,0.158,162,722.54,64,77,45.56,1.63,30.03,74.38,264.42,15.63,45.7,52.37,1,0,3.23,1,0,0,0,0,0,0,0,0,1,1,0
2,25.21,68.39,56.71,83.68,1.53,901.14,974.5,17.35,2.06,35.79,28.42,8.12,42,33,121,5.84,1.33,44.79,2.79,0.284,101,372.77,8,74,86.29,1.87,14.17,43.22,16.43,3.61,30.49,38.7,1,0,3.85,0,1,0,0,0,1,0,0,0,1,0,1
2,31.29,86.81,9.99,95.25,25.51,637.6,976.46,55.65,22.57,10.21,18.28,5.82,107,36,129,4.6,0.55,64.78,6.65,0.809,20,146.1,89,33,97.19,8.13,9.0,62.7,289.71,19.54,91.45,13.14,0,0,6.64,0,0,1,0,0,0,0,0,0,0,0,0
1,31.58,75.04,270.66,29.78,14.15,252.82,1017.66,59.57,18.06,72.34,15.95,5.0,118,116,54,0.63,2.51,74.97,5.36,0.364,70,933.05,91,76,96.43,9.72,44.9,95.24,33.27,14.24,22.45,69.99,1,0,3.19,1,0,0,0,1,0,0,0,0,1,0,1
1,35.56,92.08,172.17,53.54,15.11,714.55,1001.08,96.87,26.0,48.92,31.44,7.74,89,38,46,3.93,2.24,90.65,7.6,0.8,49,462.58,48,0,83.08,4.7,31.29,59.41,288.76,9.4,35.04,47.87,1,0,6.79,0,0,1,0,0,0,1,0,1,0,1,0
1,35.63,77.07,157.03,29.77,1.84,890.91,1020.36,74.37,3.47,11.2,33.58,6.38,24,72,119,7.8,2.58,16.57,5.98,0.533,65,797.72,34,62,85.35,2.61,25.56,27.56,87.09,10.96,84.45,8.24,0,0,5.6,0,0,0,0,0,1,0,1,0,0,1,0
0,38.69,42.36,211.87,37.89,14.66,991.42,957.26,25.37,29.09,8.47,11.54,7.9,16,5,30,4.49,1.76,25.82,5.42,0.49,171,863.36,99,15,76.98,4.27,42.99,66.04,105.53,19.82,87.95,5.7,0,0,5.2,0,0,0,1,0,0,0,0,1,0,1,0
2,15.75,61.07,296.51,47.66,19.37,716.56,1000.42,26.19,27.39,12.17,25.67,6.77,84,30,47,0.59,2.93,47.86,3.03,0.151,118,589.78,54,33,52.06,6.18,30.12,82.49,142.7,4.87,53.93,13.62,0,0,2.54,0,1,0,0,1,0,0,1,0,0,1,0
0,43.31,54.35,51.67,79.08,3.68,360.58,1017.28,58.01,19.58,79.92,24.4,4.9,48,106,73,3.01,1.76,76.68,7.96,0.512,178,964.03,42,38,86.61,4.25,27.92,46.65,45.56,1.42,47.98,79.75,1,0,4.78,0,0,0,0,1,0,0,0,1,0,0,1
3,17.1,62.45,39.93,14.7,27.08,608.84,997.44,11.93,15.77,26.16,23.14,4.63,128,43,145,6.71,0.7,56.99,9.19,0.226,69,965.07,54,81,92.82,5.51,21.59,84.15,172.84,6.59,54.98,24.77,2,1,3.66,0,0,0,0,0,0,1,0,1,0,1,0
2,29.28,62.91,88.44,15.71,23.5,563.49,962.78,69.55,11.97,57.71,10.68,5.14,13,17,99,6.47,1.41,49.4,4.4,0.839,47,539.13,23,99,82.57,1.08,10.87,38.76,222.83,11.89,27.8,54.57,1,0,6.5,1,0,0,0,0,0,0,0,0,1,1,0
3,42.59,72.66,271.18,20.19,24.06,560.78,963.39,7.92,2.83,17.55,26.28,5.78,61,105,130,3.86,1.27,72.61,11.26,0.353,19,658.58,30,50,99.65,3.53,22.32,78.72,273.03,8.73,83.44,12.78,0,1,4.04,0,0,1,0,0,1,0,0,1,0,1,0
3,29.63,26.23,123.44,5.32,16.1,170.76,1008.8,57.33,27.86,24.53,29.15,6.14,30,39,50,6.55,1.11,43.14,11.63,0.347,15,801.79,34,97,40.62,4.44,33.5,41.44,44.8,7.55,68.64,20.51,2,1,4.08,0,1,0,0,0,0,1,0,0,0,0,1
